labeling,sentence
3,아무리 공부를 열심히 해도 뒤에서 엄마가 지켜보는 것 같아.
4,나보다 한참 늦게 들어온 애가 승진을 했어! 그 말 듣는 순간 어찌나 충격받았던지.
2,평소 쓰던 안경을 썼는데도 신문이 보이지 않아. 짜증이 나서 안경을 부숴 버렸어.
4,부모님은 내 성적에 비해 대학 기준이 너무 높은 거 같아. 이걸로 또 싸웠어.
1,자식들이 나의 도움을 거절하자 당황스러워서 아무런 생각도 들지 않아.
2,내가 하고 싶은 일은 게이머인데 엄마는 듣지도 않고 안 된다고만 하니 짜증 나.
4,이번에 산부인과 방문했는데 사람이 엄청 많아서 충격이었어. 출산율이 낮아서 걱정이라던데 병원은 사람이 많아서 대기를 오래 해야 했어.
0,수능 성적이 안 좋게 나와서 심란했는데 아빠가 위로해주셔서 기뻤어.
1,집에 오면 말할 사람이 없어서 외로워.
0,오늘 회식이 있는데 내가 쏘기로 했어.
2,나는 아직 연애할 마음이 없는데 엄마가 자꾸 소개팅에 나가보라고 해서 짜증이 나.
1,결혼하면 아이를 꼭 낳아야 할까? 아이 없어도 우리만 행복하면 되지 싶다가도 사람들이 걱정하듯 말하는 게 신경 쓰여.
0,학교에서 애들이랑 오해가 생겼는데 가족들이 함께 해결해 주려고 하니까 힘이 나.
3,병원비가 충분할 거라고 생각했는데 이젠 내가 감당할 수 없게 될 정도야.
4,집이 재미가 없어 애들과 아내가 자기들끼리 놀아.
0,목 디스크로 통증이 지속하여 병원을 찾았는데 경험 많은 전문 의사에게 치료를 받게 되어서 다행이야.
0,곧 추석 연휴가 다가오잖아. 그런데 이번에는 직장이 다음 주 월요일부터 쉬기로 해서 내가 일주일을 쉬게 되었어.
0,식자재를 할인 기간에 저렴하게 구매를 해서 다행이야.
3,엄마 아빠가 갑자기 따로 살아보겠대. 무슨 말을 해야 할지 모르겠더라고.
0,사람들에게 웃음을 주는 내 직업이 너무 자랑스러워.
5,공부 말고 다른 것도 하고 싶은데 선생님은 성적만 중요하다고 말해서 기분이 울적해.
1,대뜸 사람들 앞에서 사랑한다고 얘기하는 여자 친구 때문에 당황했어.
0,퇴직하고 나서도 재정이 안정적이다 보니 스트레스가 없어서 요즘 매일 행복해.
3,미세먼지가 심한 게 가라앉아야 가족들이랑 여행을 갈 수 있을 텐데. 기다릴 수 밖에 없다 보니까 초조하다.
3,인사 평가가 낮게 나와서 이번에도 승진은 안 될 수도 있을 것 같아.
4,아내가 아이들을 데리고 친정으로 가서 슬퍼.
4,요즘 남자친구 때문에 고민이 있어.
2,우리 재산을 노리고 뒤에서 계획 짜고 있는 놈을 발견했어. 너무 분해서 말이 안 나와.
4,나 진로에 대해 고민이 생겼어. 경제적으로는 당장 회사에 지원해서 일을 시작해야 할 것 같고 내 꿈을 위해서는 필라테스 자격증을 준비해야 하는데 무엇이 옳은 선택일지 고민이야.
2,내가 성별이 같은 대리님을 좋아한다는 이유로 욕을 먹었어.
4,회사에서 아무도 안 가겠다고 해서 어쩔 수 없이 내가 출장을 가야 했어. 너무 스트레스받아.
0,이번에 당뇨 수치가 많이 좋아졌어. 너무 기분이 좋아.
0,허리에 협착증이 있다고 해서 걱정했는데 경미해서 약물치료만으로 가능해서 다행이야.
3,내가 언젠가 죽을 거라는 생각을 하니까 눈앞이 하얘져서 아무 생각도 안나.
3,젊은 사원들이 많이 들어오고 나니까 회사에 출근하는 게 눈치가 보이고 불안해.
0,지금 육아휴직으로 쉬고 있는데 남편이 일을 마치고 오면 집안일을 다 해줘서 참 편해
4,텔레비전에 나오는 연예인들은 나와 동갑인데도 건강하고 활력이 넘쳐.
3,사람들이 날 쳐다보는 게 무서워.
2,보험금 실효 만료 안 되려면 돈 넣어야 하는데 왜 이렇게 안 가져오는 거야.
3,나는 탁구를 정말 좋아하는데 요즘 몸이 잘 따라주지 않아서 걱정이야.
2,시력이 나쁘다고 재취업한 경비직에서 또 잘렸어. 눈 때문에 뭐 되는 게 없어.
3,이제 곧 퇴직인데 노후에 생활비가 엄청나게 모자라네.
0,천식약을 두고 나와서 당황했는데 응급구조 팀의 도움으로 위험을 넘겨서 안도했어.
1,남편이 너무 한심해서 미쳐버릴 것 같아.
1,남편이 요즘 건강이 안 좋아 보여.
1,젊었을 적에 아내에게 썼던 연애 편지를 발견했는데 너무 당황했어.
2,여자 친구의 친구가 나에 대해 안 좋은 말을 한 것을 알았어.
2,연애를 하면서 너무 상처를 많이 받아서 이제 연애 감정이나 이성 관계에 방어적으로 됐어.
3,와이프가 나보고 이혼을 하자고 하네.
1,상사한테 한 소리 들었어. 당황스러워.
3,술에 취해 잘 기억이 나지는 않는데 어제 회식 때 상사에게 실수를 한 것 같아 불안해.
2,대기업 사원이었지만 마흔 살부터 미리 노후를 준비해야 해서 힘들어.
4,이유도 없이 괴롭힘을 당하고 있는 애들을 나서서 지켜줬는데 나까지 괴롭히네. 정말 힘들어.
4,딸이 내 앞에서 친구의 아빠가 더 멋있다고 부러워하는 걸 봐서 속상해.
1,졸업 후 가장 가고 싶었던 회사에서 스카우트 제의가 들어와 당황스럽네.
4,영양제에 돈을 엄청나게 쏟아부었는데 소용없는 것 같아. 억울해.
2,남자 친구가 찾은 음식점에 가서 밥을 먹는데 마음에 들지 않아.
0,마흔이 넘으니 회사 동료들에게 더욱 신뢰감을 느껴.
2,새로 들어온 신입들이 노래를 들으면서 일하는데 답답하고 짜증 나.
5,죽음을 생각하면 눈물이 나.
4,회사에서 나만 간식을 못 먹다니 너무 화 나.
0,내 집을 마련해서 월세로 나가는 주거비가 줄어서 너무 좋아.
3,사돈과 아들 내외 문제로 몇 번 싸우고 나서 서로 얼굴 보기 불편해 스트레스받아.
0,아들은 공부는 못하지만 좋아하는 것을 할 땐 집중력이 좋아서 무엇을 하든 성공할 것 같아.
4,친구가 내가 의견을 얘기하면 항상 그건 아닌 것 같다고 말해. 난 그 말에 상처받는데 이 친구는 몰라.
0,자식들이 힘든 일이 있을 때 도와주겠다고 해서 기뻐.
3,담배를 안 펴도 폐암에 걸린다니까 엄청 혼란스럽네. 이 기사가 맞는 건가?
0,얼마 전에 친구랑 싸웠는데 다행히 이번 모임에서 화해했어.
3,퇴사를 언제쯤 해야 할지 고민스러워.
0,나는 남자친구랑 같이 있으면 세상에서 가장 행복한 사람이 되는 것만 같아.
3,사람 만나기가 불안해.
5,내 돈 관리하던 자산관리사가 내 돈 다 잃었어.
4,나는 사람을 좋아해서 남자 직원들과 친하게 지내는데 여직원들은 왜 그런 날 싫어하는지 모르겠어.
3,요즘 근심이 많아.
5,가족들에게 따돌림 당하고 있는 걸 털어 놨는데 오히려 나를 꾸짖었어. 가족들에게 정말 실망이야.
2,아픈 곳도 없는데 병원에 그만 갔으면 좋겠어.
5,친한 친구가 내가 넘어질 때 손을 잡아주지 않았어. 뭔가 배신당한 것 기분이라 속상해.
4,교통사고를 당한 아들이 사경을 헤매고 있는데 그걸 보고 있자니 너무 괴로워.
4,재정적으로 버려진 기분이야.
5,우리 팀 대리가 회의 시간에 유라 씨한테 성희롱과 비슷한 농담을 했어.
0,이번에 결혼식을 준비하며 이런저런 걱정이 정말 많았어.
0,나는 건강해야 오래 산다고 믿어. 나이가 육십이니 이런저런 생각이 드네.
2,구급차에 길을 안 터줘서 시간이 지체되어 친구가 죽었어.
1,지금 그럴 형편이 아닌데도 친구들 따라서 보험에 들었어.
5,내 꿈은 원래 피아노 선생님이었는데 현실적인 부분이 조금 실망스러워.
5,선생님이 친구가 내게 폭력을 저지르는 걸 장난으로 생각하시네.
4,아내에겐 나보다 항상 일이 먼저여서 슬퍼.
5,회사에서 매번 나의 공로를 인정하지 않아서 너무 슬퍼. 삐뚤어질 것 같아.
0,모임에서 단풍 구경을 하러 가기로 했는데 내가 인솔자가 됐어.
3,학교에서 애들이 나랑 안 놀아.
2,학원에서 선생님이랑 싸우고 선생님이 너무 미워서 그냥 다른 학원에 등록했어.
5,내 성적에 실망했어.
0,이 보험을 가입하면 앞으로 병원비 걱정은 없을 거라고 철통같이 믿네.
5,자식은 늘 내 편인 줄 알았는데 정작 도움이 필요할 때는 남보다 못한 것 같아서 너무 속상해.
5,가족 병원비로 나가는 돈이 많아서 감당하기가 너무 힘들어. 속상해.
3,새로운 팀에 합류했는데 평소에 꺼리던 사람도 같은 팀이어서 불편해.
3,같이 살던 친구가 나 몰래 방을 내놓고 보증금을 가지고 갔어. 연락이 안 되는데 잡을 수 있을까 불안해.
2,직장 동료들에게 성 정체성을 고백하니까 너무 놀래서 화가 나.
3,내 남편은 참 다정한 사람인데 갑자기 쌀쌀맞아졌어.
3,육십 되니까 주변에서 건강관리 하라는 말을 많이 듣는데 너무 지겨워.
5,집에만 있으니 대인관계가 단절된 거 같고 너무 답답하다.
2,학교 친구들이 내 성적을 가지고 툭툭 던지는 말들 때문에 화가 나.
4,의사가 신장암 초기일 것 같다고 했는데 사실 말기였고 다른 장기까지 전이된 상태야.
2,난 왜 건강하지 못할까?
3,며칠 전에 여자 친구랑 크게 다퉜는데 아직 화가 났는지 조심스럽게 물어봤어.
1,다른 사람들과 어울리는 게 힘들어.
4,아무도 내 진로에 대해 관심도 없고 지원도 없어서 슬퍼.
4,기숙사 방 청소를 아무도 안 하기에 청소를 했더니 룸메이트들이 왜 건드렸냐고 난리야. 너무 억울해.
4,나도 관절이 아픈데 노인정에서 김 씨한테만 관절염에 좋은 약을 선물해줬어. 조금 서운하네.
4,딸이 다 커서 독립한 후 남편과 이혼해 따로 살기 시작했어. 일 끝나고 아무도 없는 집에 돌아오면 고독해.
3,아들이 자꾸 밤에 야식을 먹는 게 걱정이 돼.
4,자식들 출가하고 남편마저 세상을 뜨고 나니 나 혼자밖에 없는 것 같아서 너무 외로워.
0,만나면 나를 배려해 줘서 편안해지는 친구가 있어.
2,친구들이 자꾸 부부 동반 모임 갖자고 연락 와서 성가셔 죽겠어.
4,돈 때문에 평일 주말 구분 없이 일하다 보니 너무 피곤해.
4,상사가 무능력한 건데 사장님한테 불려가서 혼나는 건 늘 나야. 불공평하다고 생각해.
3,건강검진을 했는데 정밀검사를 받아야 한대. 건강에 이상이 있으면 어쩌지?
2,아들이 내가 하는 말에 대해서 잘 들으려 하지도 않고 말대꾸만 하는 것 같아서 너무 화가 나.
3,오래된 친구가 돈을 좀 빌려 달라 하는데. 고민이네.
4,건강에 배신당한 기분이야.
4,물건을 하나를 잃어버렸는데 그게 누나 남자 친구한테 있었어. 너무 충격받았어.
5,따돌림이나 괴롭힘을 벗어날 방법은 없어. 그래서 슬퍼.
0,내가 평소 갖고 싶었던 옷을 언니가 인터넷으로 주문해 줘서 아주 기뻐.
2,어떤 애가 나랑 친하지도 않으면서 시험 기간만 되면 나한테 책이랑 노트 보여달라고 해. 진짜 짜증 나.
2,학교폭력의 주동자가 나에게 사과는 안 하고 욕을 해서 화나.
5,나는 영원히 사랑을 할 수 없을 것 같아서 슬퍼.
2,아내가 약을 잘 챙겨 먹지도 않으면서 짜증만 내.
4,가족들 눈에는 내가 정신병자처럼 보이나 봐. 멀쩡한 나를 우울증이라며 입원시켰어.
0,로또에 당첨됐어.
0,아들이 용돈을 두둑하게 보내줘서 기뻐.
2,귀가 후에 남편이 아이랑 놀아주는 걸 귀찮아하는 것 같아서 화가 나.
0,관절염 때문에 힘들었는데 영희 엄마에게 선물을 받아서 행복해.
0,학교폭력 가해자 애들이 사라져서 이제 학교에 나 괴롭히는 사람은 없을 거야.
4,내가 좋아하는 선배가 왜 신입사원한테 그렇게 친절한지 맘에 안 들어.
0,아들이 학교에서 싸움을 했다는데 분명히 이유가 있을 것이야.
2,아르바이트하는 사장님이 매번 임금을 며칠씩 늦게 지급해줘.
2,자식들에게 가끔 연락이 오는데 선물해 준다던 물건은 언제 사는지 자꾸 물어보게 돼.
4,아내의 머리가 가발이라는 사실을 듣고 충격을 받았어.
5,질환에 도움이 될까 해서 나간 모임이 있는데 알고 보니 다단계 판매 모임이었어.
4,분명 식단 관리도 하고 운동도 열심히 했는데 당뇨 합병증에 걸렸어.
1,시험문제가 헷갈려서 옆 친구의 답안지를 몰래 베끼다가 선생님께 들켰어.
3,은퇴가 가까워지면서 은퇴 후 나의 모습에 대한 두려움이 있어.
1,발표 자료 준비가 끝이 안 보여. 내가 너무 한심해.
1,친구에게 고민거리를 털어놓았는데 그 뒤로 나를 은근히 비아냥거려서 당황스러워.
3,인간관계는 무의미한 거 같아. 요즘 친구들이랑 연락도 뜸해지고 만날 사람도 없어.
1,요즘 자꾸 다른 사람을 보면 위축되는 것 같은 느낌이 들어.
2,배드민턴 동호회의 태도가 마음에 안 들어.
3,우울증에 걸리니까 노인정 사람들 만나는 것도 싫으네. 회의감이 들어.
4,몸은 멀쩡한데 자녀들이 나를 찾아오지 않아서 마음이 아파.
1,돈 때문에 스스로가 한심해.
0,아내와 나는 서로에게 절대 거짓말하지 않아서 너무 좋아.
2,또 회사 면접에서 떨어졌어. 너무 힘들어.
2,오빠가 자꾸 아빠 퇴직금을 건드리려고 해. 사업을 하고 싶대.
1,어머니가 치매라서 요양원을 알아봐야 해서 혼란스러워.
3,최근에 내 성적 때문에 담임선생님이 엄마와 통화한 것 같아서 짜증 나.
3,얼마 전 아내와 다퉜는데 또 냉전이 길어질 것 같아 불안해.
2,국어 과목만큼은 반에서 제일 잘하고 싶었는데 그러지 못했어. 너무 속상해.
1,곧 마흔인데 주변 친구들은 다 결혼하고 애도 있고 나만 독신인 것 같아서 그럴 때마다 외로워져.
0,아내에게 돈을 맡겼는데 재테크를 잘 해서 돈을 불려놨지 뭐야. 너무 기분이 좋아.
1,딸과 대형마트에 가는데 작업복 차림인 내가 부끄러울까 봐 일부러 조금 떨어져서 걸었어.
2,내 친한 친구를 유치하게 놀려대는데 놀리는 애들이 너무 밉고 싫어.
2,노인정에 어울릴만한 친구가 없어서 좌절했어.
0,내가 환갑이 넘었는데 로또에 당첨됐어!
5,근무 중 사람이 다쳤으면 산재 처리를 해야 하는데 회사는 그걸 안 하고 있어.
5,오늘 애들이 날 때렸어. 그런데 난 아무런 저항도 할 수 없었어.
0,엄마가 아끼는 화분을 깰 뻔했는데 가까스로 붙잡았어. 안 깨서 다행이야.
5,같이 일하는 동기가 자꾸 내 탓을 해서 같이 일하기 너무 싫어.
3,이제 친구가 별로 안 남은 것 같아서 요즘 조금 불안한 마음이 들어.
0,나 드디어 첫 출근을 했어. 정말 신이 나.
1,아직 기간이 남았는데도 퇴직 준비를 하라는 말을 들었어. 갑작스러운 통보에 당황스러워.
4,여자친구가 회사를 떠나서 너무 당황스럽고 슬퍼.
0,나는 아직도 아픈 곳 하나 없이 멀쩡해.
5,평소에 괜찮다고 생각했던 팀장님이 술에 취하니까 아주 엉망이더라. 끔찍했어.
0,음식이 맛있다는 게 새삼 감사한 일이야. 우리 아내는 솜씨가 좋거든.
0,오늘 지각이었는데 친구가 대리 출석 해줬어. 지각처리 안 돼서 너무 다행이야.
5,내가 힘들 때 아무도 나를 도와주려 하지 않아서 너무 슬퍼.
2,체계도 질서도 없는 가족회사 운영에 욕이 나오려고 해.
4,내 잘못도 아닌데 반장이라는 이유로 내 잘못이 된 거 같아 억울해. 선생님께 크게 혼났거든.
0,자식들이 자라서 결혼도 하고 손자들까지 봐서 이제 정말 여한이 없어.
3,나 너무 무서워 죽겠어.
5,있는 돈 없는 돈 다 끌어 모아 주택 자금을 마련했는데 내가 원하는 집은 살 수조차 없어.
2,아침 일곱 시부터 저녁 열한 시까지 수능 공부 토 나온다.
3,딸이 유학을 보내달라는데 그럴 돈이 없어.
4,내 여자친구가 나를 이용해왔다는 걸 알게 돼서 너무 슬퍼.
0,시험을 잘 보지 못해서 부모님께 혼날까 봐 걱정했는데 오히려 다독여 주셔서 다행이야.
2,반장 선거에 나갔는데 친구들이 나는 성격이 내향적이라 반장을 못 할 거라고 얘기하더라고.
1,요새 죄책감이 많이 들어.
0,어제는 정말 기쁜 일이 있었어.
0,결혼 준비를 맡긴 업체가 매우 좋아. 믿음직스러워.
3,학교에서 나랑 사이가 안 좋던 애가 내 회사 선배로 있더라.
1,친구가 약속 장소를 잘못 알려주는 바람에 엉뚱한 곳에 혼자 있어서 고립된 기분이야.
5,지시한 대로 업무를 진행했는데 상사의 마음에 들지 않아 혼났어.
4,주변 사람들이 자꾸 아프니까 살 의욕이 없어져.
1,아직도 대인관계에 신경 쓰는 내가 너무 한심해.
2,윗집 소음이 심해서 잠을 못 자겠어.
4,어떤 애가 학교에서 보자마자 나를 쳤어.
3,딸이 요즘 사춘기인 것 같아서 걱정이야.
0,따돌림으로 우울했는데 부모님께서 위로해주셨어.
4,유일하게 한 명 있던 친구가 말다툼으로 날 떠났어.
3,결혼을 앞둔 예비 신부인데 고민이 생겼어.
4,나를 도와줄 사람이 주위에 한 사람도 없어서 슬프네.
2,군대 선임은 항상 말도 안 되는 억지를 부리며 기어코 나를 약 올려.
2,아들이 학교에서 친구를 때렸다는 선생님 전화를 들으니 화가 너무 나.
0,성적에 느긋함을 가지려고.
2,술을 못 마시는데도 억지로 권하는 회식문화가 혐오스러워.
2,박 사장이 알고 보니 사기꾼이었어. 그동안 믿고 투자한 거 생각하면 화가 나.
2,내가 친정에 간 사이에 남편이 말도 없이 외박을 했어.
2,별 이유 없이 무릎이 부어서 아픈데 병원에 갈 돈이 없어.
2,부서 이동으로 인수인계를 진행하는데 후임자가 이해를 제대로 하지 못해 너무 답답해.
1,상사가 사적인 업무를 지시해서 너무 화가 나.
0,오늘 발표하다가 실수할 뻔했는데 동기 덕에 잘 해결했어. 다행이야.
1,미치겠네. 팀장님이 보고서를 달라고 하는데 하나도 못 했어.
1,회의 시간에 내가 말실수를 했는데 분위기가 싸해져서 민망했어.
1,우연히 내장지방 사진을 보게 됐는데 정말 징그럽더라.
0,친구들 사이에서 나 혼자 너무 힘들었는데 큰 맘 먹고 이 문제를 선생님께 말씀드렸어.
0,나는 정말로 좋은 부모님에서 자란 것 같아.
3,교회에 가서 죽음이 두렵다고 말했더니 걱정하지 말래.
5,아들이 실업계 고등학교를 가서 빨리 취업하고 싶다고 했는데 그렇게 하라고 할 걸 그랬어.
4,건강에 고립감을 느껴.
4,매달 집세 내고 생활비 쓰면 빈털터리 신세야.
5,암 말기야. 항암 치료를 받아도 완치가 되지 않을 거 같아서 우울해.
3,공부를 꼭 열심히 해야 하는 걸까.
5,아내가 싱거운 음식만 먹으며 소식해야 할 운명인 줄 알았다면 내가 미리 경고를 해줬을 텐데 후회된다.
4,사진을 확인해 보니까 이십 년 지기가 결국 내 결혼식에 오지 않았어. 화가 나.
5,정말 성실히 일하던 착한 친구가 불의의 사고를 당했어.
2,가족 중에서 나만 일을 안 해. 난 밥만 축내는 존재야.
5,늙어서 돈을 모아봤자 뭐 하냐는 말을 아내에게 들어서 실망했어.
1,우리 엄마는 왜 그러는 걸까?
1,아빠는 운전하면서 창문으로 담배를 버리는데 그걸 보면 너무 싫고 당황스러워.
3,직장에 사직서를 내고 싶은데 너무 예민한 분위기라 조심스러워.
5,아픈데 돈이 없어서 아무도 내 곁에 있지 않은 것 같아서 너무 슬퍼.
3,은퇴했는데 모아둔 돈이 별로 없으니까 어떻게 시간을 보내야 할지 모르겠어.
3,진실과 거짓을 판단하려고 해도 지식이 없으니 잘 모르겠네. 특히 건강 상식은 더 그래.
4,요새 자꾸만 시기와 질투하는 마음이 생겨.
1,칠십 대가 되니까 대인관계에서 혐오감을 자주 느껴. 사람들이 싫어지는 중이야.
2,우리 반 애들은 사소한 일에도 끊임없이 싸우니까 나는 머리가 아프고 속이 미식 거려.
0,동생이 회사에 최종 합격해서 아주 신이 나.
1,친구의 노트를 빌려 가서 필기했는데 깜빡하고 가져오지 못했어.
0,룸메이트랑 같이 지내니까 생활비도 절약되고 너무 괜찮은 것 같아.
3,어머니가 재혼을 하신대.
3,퇴직을 한 지 오래되다 보니 사람들과 교류가 적어서 왠지 불안해.
0,따돌림을 당한 게 내가 아니어서 다행이야.
4,난 너무 소심한 것 같아. 친구를 사귀는 게 힘들어.
1,내 친구가 나한테 병이 전염되어서 입원했다네. 어쩌다 이런 일이.
3,친구들이 괴롭히는데 어떻게 해야 할지 모르겠다. 나아질 거라는 희망도 보이지 않아.
5,그동안 와이프한테 내가 너무 무심했던 것 같아서 후회가 돼.
3,이렇게까지 해서 결혼을 해야 하나 싶어.
2,며칠 전 심장에 문제가 생겨 심근경색으로 입원했는데 병원 밥이 너무 맛없어서 짜증 나.
1,얼마 전에 속이 너무 안 좋아서 약국에서 약만 사다 먹었다가 도저히 안 되겠기에 병원을 갔었어.
3,내일 드디어 첫 출근 날이라 너무 긴장돼. 첫날부터 실수하지는 않을까 두려워.
2,헬스장에 갈 때마다 똑같은 사람이 운동기구를 독점하고 있는 거야. 그래서 오늘 대판 싸웠어.
2,친구들 중에 자기가 왕인 줄 알고 다른 사람들을 하녀 취급하는 애들이 있는데 그런 애들을 보면 화가나
1,학교에서 맞아서 다친 나를 본 동생이 약을 발라주겠다고 했는데 나도 모르게 큰소리를 쳤어.
0,나는 직장에서 만나는 모든 사람과 잘 지낼 거야.
1,면접 합격 문자가 시스템 오류로 잘못 온 거였어. 너무 당황스러워.
0,대인관계를 신뢰해.
2,고혈압이 있다고 사장이 말도 없이 나를 해고해서 너무 화나.
2,나이를 먹으니 건강도 그렇고 모든 게 조심스러워.
4,부모님이 이제까지 내가 당해온 학교 폭력에 대해 알고 계셨어.
5,노후를 위해 준비한 돈을 투자했는데 다 날렸어 이제 어떡하지 눈물이 나네
1,왜 학교 폭력 가해자가 피해자에게 사과하지 않는 걸까? 그런 걸 보면 가해자의 태도가 너무 한심해.
4,신입사원이 새로 들어왔는데 나보다 옷을 더 잘 입는 것 같아서 질투 나.
0,딸이 학교 시험에서 좋은 성적을 받아 왔대! 딸이 자랑스러워.
2,내 결혼식을 하던 중 시간이 지체되었다며 빨리 끝내라고 해. 너무 분노가 치밀어 올라.
3,아내는 나한테 얘기도 안 하고 갑자기 노래가 하고 싶다며 주부 노래 교실을 다니기 시작했어.
0,젊을 때 노후 준비를 해 놨더니 마음이 아주 평온해.
1,건강하게 살는 게 소원인 친구가 아직도 술을 매일 마시고 있는데 한심해 보여.
4,알아주지도 않는데 괜히 모임에서 회장 직을 맡아 귀찮은 일만 도맡아 했어.
5,지금 모습에서 내 미래가 전혀 그려지지 않으니까 너무 슬프다.
4,나를 괴롭히는 친구가 오늘 전교 회장 선거에서 학교 폭력을 근절하는 공약을 걸었어. 당황스러워.
5,부모님은 나한테 공부를 못하면 나중에 뭐가 될래라며 항상 부정적으로 말을 해.
5,회사 승진 시험에서 결국 탈락했어. 눈물이 펑펑 나네.
0,이제 가을이 온 것 같아. 저번 주에 친구들과 도시락 싸서 소풍 다녀왔는데 매우 만족스러웠어.
0,딸이 이번에 좋은 사람과 결혼해.
2,아빠가 불륜을 저지르고 있는 것 같은데 이런 상황이 너무 싫고 화가 많이 나.
5,참 어이가 없어. 돈 빌릴 때는 그렇게 친한 척을 하더니 갚을 때가 되니까 나를 피하더라고.
4,두 아들이 유산을 받으려고 다투고 있는걸 봤어.
4,어떻게 나보다 늦게 입사한 후배가 나보다 먼저 승진할 수가 있어?
5,건강이 마비된 것 같아.
3,병원비 지출이 너무 많아 재정적으로 두려워.
5,식단 관리를 안 하면 합병증이 올 수도 있다는데 식단까지 챙기기엔 비용부담이 커서 걱정이야.
3,나이도 육십이 넘었고 몸도 성하지 않은데 같이 만나 대화 나눌 친구도 없고 외롭게 늙어갈까 걱정이야.
4,내가 발표 하고 있는데 아무도 듣지 않아. 벽 보고 말하는 느낌이야.
4,친구들을 만났는데 나만 모르는 얘기를 지들끼리 하니까 좀 우울했어.
0,대출 연장이 돼서 다행이야.
3,요즘 불면증이 심해서 탈이야.
3,엄마가 자꾸 나 몰래 내 핸드폰을 들여다보는 거 같아.
2,나를 걱정해주던 동기가 속으로 나를 무시하고 있단 사실을 알고 나니 화가 나네.
2,친구는 예전 같지 않은데 나만 안달하는 거 같아.
1,배가 너무 나와서 다이어트를 해볼까 해.
0,아빠한테 치킨을 먹고 싶다고 했더니 곧장 사 오셨어. 내 말을 기억해 준 아빠한테 고마워.
5,형은 암 투병으로 고생할 때조차도 담배를 피우네. 절대 끊지 않을 것 같아서 답답하고 슬퍼.
0,나는 사회생활을 잘했다고 생각해.
2,아들에게 몸이 안 좋아서 당분간 같이 살아야겠다고 말하니 내키지 않는 모양이야. 참 속상하네.
1,해외 유학 중이라 아빠의 임종에 맞춰 제대로 가지 못해서 죄책감이 너무 들었어.
3,하루하루 회사 일이 너무 머리 아프고 힘들어.
3,면접을 본 회사 두 곳에서 동시에 합격 통보를 받았어. 근무 조건이 달라 어떤 곳으로 선택해야 할지 혼란스러워.
2,자꾸 남자친구가 짜증 내서 짜증 나.
0,오늘 딸아이 남자친구가 집에 온대. 기대되네.
4,어제 술을 마시고 기억이 없는데 눈을 뜨고 보니 아내와 함께 경찰서에 있어서 놀랐어.
2,이 나이에 사람 만나는 것도 조심스러워. 만날 필요도 없고. 그런데 자식들이 계속 부추긴단 말이야.
5,지방에 있는 대학을 다니는 애들을 비웃는 친구에게 환멸이 나.
1,오늘 나 때문에 팀발표를 망쳤어. 너무 당황스러워.
1,출산 후 와이프가 부쩍 나에게 화내는 일이 많아졌어.
2,노인정에서 육십 대인데 나이 생각 못 하고 애교부리는 사람 때문에 구역질이 나.
3,내가 일주일 전에 친한 친구와 엄청나게 싸웠거든. 그 친구한테 연락해도 되는지 모르겠어.
3,직장 일 때문에 너무 힘들어. 출근할 생각만 해도 머리가 아파.
0,내가 꾸준히 자식들 위해서 저축과 노후 연금을 들어서 천만다행이야.
4,지금 혼자 회사에 남아 야근 중인데 너무 서러워.
2,편하게 쉬고 싶은데 자꾸 괴롭히러 오니까 너무 성가셔.
3,사십 대가 되고 보니 몸 여기저기 아픈 곳이 생기는 게 건강이 은근히 걱정돼.
3,폐렴을 치료받고 있지만 차도가 없어서 너무 두려워.
4,퇴사한 회사가 며칠 전 주식상장을 했어. 모두 스톡옵션으로 싼 가격에 주식을 매입했대.
1,건강했던 어제 친구가 갑자기 죽었어. 믿기지 않고 혼란스러워.
2,오래전에 친구한테 돈을 빌렸는데 잊어먹은 것 같아 나도 모른 척하고 있어.
4,병실 옆자리 고 씨는 어깨 재활 치료가 끝나서 내일 퇴원한대. 나도 얼른 퇴원하고 싶어.
5,휴가를 맞아 친구들과 바다로 낚시를 하러 갔다가 폭풍우를 만나서 나만 살아남아서 죄책감이 들고 슬퍼.
1,이게 어떻게 된 일이지?
0,나는 몸에 나쁜 건 손을 잘 안 대서 건강해. 건강하니 기분도 좋네.
1,날 응원해 줄 수 있는 가족이 없어서 외롭다.
5,이번 승진에 포함될 거라는 소문을 들었는데 뜬소문이었나 봐. 기대한 만큼 실망도 크네.
2,나 요즘 너무 힘들어서 죽고 싶다는 생각이 들어.
5,잘나가는 친척 동생이랑 자꾸 나랑 비교당하면서 내가 위축돼.
2,동생이 내 차를 몰래 가지고 나갔다가 사고를 냈어. 내 허락도 없이 몰래 일을 저질렀는데 차도 심하게 망가져서 더 화가 나는 것 같아.
4,선약이 있었는데 회사 야유회 때문에 취소됐어. 정말 화가 나.
3,남자친구가 청혼했는데 우리 집이 가난해서 응할 수가 없었어. 이대로 결혼할 수 없을까 봐 불안해.
3,나중에 내가 많이 늙었을 때 자식들이 나를 요양병원에 보낼까 봐 불안해.
0,내가 운영하는 치킨집의 매출이 크게 올라서 기뻐.
2,아내가 나 몰래 사채를 썼는데 액수가 너무 커서 감당이 안 돼. 아내에게 너무 화가 나.
5,며느리가 나 때문에 아프다고 말도 못 하고 혼자 끙끙 앓았을 걸 생각하니 속상해.
0,이웃집 박 씨가 심근경색으로 쓰러졌는데 살았다고 해서 다행이야.
