label,document,Angry,Sadness,Fear,Hurt,embarrassed,Happiness,Thankful,Peaceful
5,예상보다 백만 원은 더 들어온 것 같아. 너무 행복해!,0,0,0,0,0,1,0,0
2,와이프랑 논의해서 얼마 정도 할지 정해야겠어.,0,0,1,0,0,0,0,0
0,응. 물론 내가 잘못할 때도 있지만 언제나 내 탓으로 돌리니까 너무 억울해.,1,0,0,0,0,0,0,0
7,응. 얼마 전에 부모님께 남자 친구를 소개해 드렸는데 정말 좋아하시더라.,0,0,0,0,0,0,0,1
0,그냥 내가 참아야지 뭐. 똑같이 하는 것도 유치해.,1,0,0,0,0,0,0,0
0,아내가 죽고 나서 자식들은 찾아오지도 않고. 허탈하고 쓸쓸해.,1,0,0,0,0,0,0,0
4,음. 친한 친구한테 고민이라고 하고 들어달라고 해야겠어.,0,0,0,0,1,0,0,0
3,그 친구가 다른 애들이랑 있는 걸 보면 너무 화가 나. 나랑만 놀았으면 좋겠는데.,0,0,0,1,0,0,0,0
3,남자친구랑 헤어져서 힘들어.,0,0,0,1,0,0,0,0
0,그렇겠지. 근데 사람 만나기를 좋아하지 않는 나 자신이 문제라는 생각이 들어서 살기가 쉽지 않네.,1,0,0,0,0,0,0,0
6,동료들의 추천으로 내가 이달의 사원상을 받게 됐어.,0,0,0,0,0,0,1,0
3,어떻게 해야 할지 모르겠어. 이성적으로 대처를 잘 해야 할 텐데 눈앞이 깜깜해.,0,0,0,1,0,0,0,0
0,있잖아. 옆집 할머니가 나에게 실언을 하며 이상하게 행동을 하네.,1,0,0,0,0,0,0,0
4,우리 부부만 재혼 부부라 약간 눈치가 보여.,0,0,0,0,1,0,0,0
3,어떻게 부모뻘인 어른에게 저렇게 몹쓸 짓을 할까? 세상이 안전하지 않은 것 같아.,0,0,0,1,0,0,0,0
0,학생회장 선거에 나가려고 했지만 친구가 나는 할 수 없을 거라고 해서 속상해.,1,0,0,0,0,0,0,0
4,마음이 약해진 상태라서 더욱 그렇게 느끼는지도 몰라. 친구에게 털어놓아서 자신감을 얻고 싶어.,0,0,0,0,1,0,0,0
1,내 행복을 위해서 남이 아니라 내가 원하는지 할 일을 찾아봐야 할 것 같아.,0,1,0,0,0,0,0,0
0,나도 내가 왜 그랬는지 모르겠어. 후회돼.,1,0,0,0,0,0,0,0
3,허리가 다쳐서 당분간 일을 못 하게 됐어. 당장 가족들의 생계가 걱정이야.,0,0,0,1,0,0,0,0
2,부하직원들 앞에서 행동 하나하나가 조심스러워.,0,0,1,0,0,0,0,0
3,이제 제 자식들까지 생겼으니 당연하겠지만 이렇게 살다 죽을 거라 생각하면 우울해져.,0,0,0,1,0,0,0,0
4,지금은 일 구하는게 아주 힘들지만 내일부터 열심히 한다면 좋은 직장을 가질 수 있지 않을까?,0,0,0,0,1,0,0,0
0,컴퓨터만 붙잡고 있는 내 모습이 한심해.,1,0,0,0,0,0,0,0
5,날 구타하기도 하는데 선생님은 내말을 믿어주질 않아.,0,0,0,0,0,1,0,0
0,언니에게 마음대로 쓰지 말아 달라고 단호하게 얘기할 거야.,1,0,0,0,0,0,0,0
7,지금은 마냥 편해.,0,0,0,0,0,0,0,1
6,통풍 때문에 꾸준히 관리하고 있는데 병원에 갔더니 큰 문제가 없어서 기분이 좋아.,0,0,0,0,0,0,1,0
3,애들이 그러는 스터디 자료가 도움이 많이 되었대. 내 자료를 더 잘 공부해야겠어.,0,0,0,1,0,0,0,0
1,고혈압이나 당뇨병 같은 만성 질환 때문에 죽음 뒤에 무엇이 있을지 고민을 많이 하거든.,0,1,0,0,0,0,0,0
6,친구에게 편하게 이야기하고 싶은데 다들 바빠서 조심스러워.,0,0,0,0,0,0,1,0
3,지방대를 나와서 그런지 취업이 계속 안 돼. 너무 불안해.,0,0,0,1,0,0,0,0
0,몸이 아파 일을 그만두고는 경제적으로 너무 차이가 나.,1,0,0,0,0,0,0,0
3,그래도 힘내서 열심히 살려고 노력할 거야.,0,0,0,1,0,0,0,0
3,코로나때문에 직원을 줄여야 한다더니 날 자르더라고.,0,0,0,1,0,0,0,0
2,일만 하다 보니 사람들과 친해지는 게 힘들어.,0,0,1,0,0,0,0,0
1,아빠가 취해서 엄마한테 심한 말을 해서 엄마가 울어. 나도 몰래 울었어.,0,1,0,0,0,0,0,0
3,친한 동무 한명이 있는데 그나마 그 동무때문에 버티는거야.,0,0,0,1,0,0,0,0
4,선배 간호사들에게 조언을 구해봐야겠어.,0,0,0,0,1,0,0,0
3,부모님에게 학업이 아니어도 열심히 살고 있다고 봐달라고 대화하고 싶어.,0,0,0,1,0,0,0,0
1,이번 명절에도 바쁘다는 핑계로 집에 안 온 거 있지.,0,1,0,0,0,0,0,0
6,프로젝트가 성공적으로 끝날 수 있었던 것은 모두 팀원들 덕분이야.,0,0,0,0,0,0,1,0
3,친구들이 나만 빼고 만든 채팅방이 있다는 사실을 알게 되어서 속상해.,0,0,0,1,0,0,0,0
5,중간에 나쁜 유혹도 있었지만 참았어.,0,0,0,0,0,1,0,0
0,그 애 험담을 하고 다니는데도 화가 안 풀려.,1,0,0,0,0,0,0,0
0,현재 내 직급에서 기획하고 구상하여야 할 업무가 아님에도 불구하고 본인이 해야 할 업무를 부당하게 지시했어.,1,0,0,0,0,0,0,0
3,이렇게 공부해서 석사 학위를 딸 수 있을까? 자신이 하나도 없어.,0,0,0,1,0,0,0,0
6,아니 아직 하지 않았어. 얼른 아내에게 고맙다고 인사하고 저녁식사를 맛있는 것을 사줘야겠어.,0,0,0,0,0,0,1,0
2,지금 프로젝트가 중단될지 변동 없을지는 모르는 일이니까 일단은 최선을 다하는 게 좋겠어.,0,0,1,0,0,0,0,0
2,친구를 심하게 때려서 코피가 났다고 해서 너무 당황했어.,0,0,1,0,0,0,0,0
5,저번에 발표도 좋았고 무엇보다 거래처 책임자가 내가 믿음직스러워 보인대.,0,0,0,0,0,1,0,0
6,골치아픈 일이 있었는데 팀장님이 깔끔하게 처리하셨어.,0,0,0,0,0,0,1,0
3,요새 직장 스트레스가 정말 심해.,0,0,0,1,0,0,0,0
1,몸이 안 아픈 데가 없네. 몸을 제대로 움직여야만 집안일이든 바깥일이든 가리지 않고 해낼 수 있는데. ,0,1,0,0,0,0,0,0
4,친구랑 대화만 하면 열등감을 느껴서 속상해.,0,0,0,0,1,0,0,0
3,딸이 퇴사로 충격을 받은건지 말을 걸어도 대답도 안 하고 자기 방문을 걸어 잠그고 나오질 않아.,0,0,0,1,0,0,0,0
1,연인에게 우리 관계에 대해서 진지하게 말을 해볼지 말지 고민 중이야.,0,1,0,0,0,0,0,0
5,친한 친구인데 대학 가면서 멀어졌는데 얼마 전에 만나보니 우리 관계는 여전히 좋은 친구였어.,0,0,0,0,0,1,0,0
7,응. 앞으로도 건강해서 이런 즐거움을 잃지 않아야 할 텐데 말이야.,0,0,0,0,0,0,0,1
7,우리 회사는 복지가 정말 좋아! 내가 곧 출산하게 되는데 육아휴직 기간도 긴 데다가 소정의 지원금도 제공해줘!,0,0,0,0,0,0,0,1
6,과장님이 평소에 별 이야기가 없어서 관심이 없으신 줄 알았거든. 근데 열심히 했다면서 추천했다고 하시는 데 정말 고맙더라고.,0,0,0,0,0,0,1,0
0,매일 연락해서 귀찮게 하는 사람이 있어. 연락을 차단할까 봐. ,1,0,0,0,0,0,0,0
2,나 오늘 첫 출근이야.,0,0,1,0,0,0,0,0
5,정말 아무 기대도 안 했는데 새 차를 갖게 되다니 너무 행복해.,0,0,0,0,0,1,0,0
1,사과해야지. 내가 친구를 생각하는 마음을 얘기하면 이해해 줄 거라 생각해.,0,1,0,0,0,0,0,0
0,병원에 가서 상담을 좀 받아 봐야겠어.,1,0,0,0,0,0,0,0
0,다 내 탓이네! 내 잘못이지.,1,0,0,0,0,0,0,0
7,예전에는 많이 다투고 말도 안 해서 사이가 안 좋았거든.,0,0,0,0,0,0,0,1
4,그 친구는 이제 안 만날려고.,0,0,0,0,1,0,0,0
7,나 따돌림 당하던 아이를 구해줬는데 기분이 너무 좋아.,0,0,0,0,0,0,0,1
3,옆집 노인은 내가 떡을 들고 가도 이상하게 나한테 차갑게 굴어서 기분이 나빠.,0,0,0,1,0,0,0,0
1,요즘 너무 힘들어!,0,1,0,0,0,0,0,0
0,직장에서 과장님이 자꾸 말도 안 되는 일을 시켜.,1,0,0,0,0,0,0,0
2,매일 아르바이트만 하니 좀처럼 돈이 모이질 않아.,0,0,1,0,0,0,0,0
6,친구를 만나러 나가려 해도 돈이 들어서 못 나가. 그러다보니까 자꾸 외톨이가 되는 거 같아.,0,0,0,0,0,0,1,0
1,내가 신체적으로 불편하다는 걸 인정하고 재활 치료를 열심히 받아야겠지.,0,1,0,0,0,0,0,0
2,장사 일이 쉬운 것도 아닌데 몸이 안 좋으니 걱정이지.,0,0,1,0,0,0,0,0
3,나는 조금 있으면 퇴직해야 하는데 부인과의 관계가 좀 멀어서 걱정이야.,0,0,0,1,0,0,0,0
7,취업을 축하하는 의미로 비싼 선물과 함께 만날 예정이야.,0,0,0,0,0,0,0,1
0,응. 할머니가 엄마를 때리지만 않았지 정신적으로 학대하고 있는 것 같아.,1,0,0,0,0,0,0,0
7,우리 반만 자습 시간에 엄청 조용해서 공부가 잘돼. 오늘 엄청 집중 잘돼서 좋았어.,0,0,0,0,0,0,0,1
6,가고 싶은 대학교에 가기 위해 꾸준히 공부하고 있어.,0,0,0,0,0,0,1,0
3,나만 빼놓고 가서 소외감 들어.,0,0,0,1,0,0,0,0
5,앞으로도 그들이 잘 살았으면 좋겠는데 뭔 말을 해줘야할까?,0,0,0,0,0,1,0,0
5,속 깊이 친한 친구는 없었는데 요즘 무척 가까워진 친구가 생겨 신이 나.,0,0,0,0,0,1,0,0
3,시험도 끝났으니 잠깐 휴식을 취하고 다시 공부하면 괜찮아질 것 같아.,0,0,0,1,0,0,0,0
1,내가 아픈 동안 자식들 사이엔 재산 분배에 대한 말들이 오고 갔다는 걸 알게 되었어.,0,1,0,0,0,0,0,0
6,부모님은 동생과 나를 비교한 적이 한 번도 없었어. 부모님의 그런 점이 존경스러워.,0,0,0,0,0,0,1,0
7,할머니한테 전화를 해야겠어.,0,0,0,0,0,0,0,1
5,준비한 대로 면접을 잘 봐서 합격할 것 같아.,0,0,0,0,0,1,0,0
6,학회 때문에 바빠서 시간 내기가 어려운 분인데 운이 좋았어.,0,0,0,0,0,0,1,0
6,일흔이 다 되어서 깊은 신뢰가 들 줄이야.,0,0,0,0,0,0,1,0
4,중요한 일정이 있는 날은 휴대폰으로 알람을 맞추도록 해야겠어.,0,0,0,0,1,0,0,0
5,세상을 다 가진 기분이 이런 걸까? 너무 기쁘고 흥분돼.,0,0,0,0,0,1,0,0
0,내 말 좀 들어줘.,1,0,0,0,0,0,0,0
1,평정심을 찾아보려고 하는데 아내가 너무 힘들어하니까. 정말 속상해.,0,1,0,0,0,0,0,0
7,지금 남자 친구 만나기 전엔 내가 너무 쉽게 질려서 한 달 안에 헤어졌거든. 근데 지금 남자 친구는 오백일이 지났는데도 한 번도 권태기 온 적이 없어.,0,0,0,0,0,0,0,1
0,응. 나랑 제일 친한 친구면 좋겠는데.,1,0,0,0,0,0,0,0
4,나는 이제 새로운 걸 익히는 게 힘이 들고 우리 자녀들을 어떻게 키울까 걱정이 돼.,0,0,0,0,1,0,0,0
6,맞아. 너무 행복하다.,0,0,0,0,0,0,1,0
5,처음에는 많이 불편했는데 이젠 좀 편해진 것 같아!,0,0,0,0,0,1,0,0
2,스트레스가 생기면 먹어야 해. 그 결과 무릎도 아파서 잘 걷지도 못하고 몸이 많이 안 좋아.,0,0,1,0,0,0,0,0
0,모르겠어. 술이나 한잔 하고 싶다.,1,0,0,0,0,0,0,0
4,내 자식들에게 큰 도움을 주지 못 한 것이 제일 후회스럽고 미안해.,0,0,0,0,1,0,0,0
7,학교 폭력을 휘두르던 친구를 선생님과 같이 신고했어. 결과가 나왔는데 만족스럽고 기분이 좋아.,0,0,0,0,0,0,0,1
7,집에 초대해서 맛있는 식사를 대접해야겠어.,0,0,0,0,0,0,0,1
5,응. 내 방은 책상만으로도 꽉 차서 불만이었어.,0,0,0,0,0,1,0,0
1,실적이 너무 안 좋아서 죽고 싶어. 나 자신이 염세적으로 느껴져.,0,1,0,0,0,0,0,0
0,스스로 떳떳해지고 싶어. 진로 수정을 해서라도 일자리를 구할 수 있도록 더 노력해봐야겠지.,1,0,0,0,0,0,0,0
0,틀림없이 팀장이 내게 스트레스를 줘서 내 건강이 안 좋아진 걸 거야.,1,0,0,0,0,0,0,0
3,또 실수하게 될까 봐 두려워서 일도 손에 안 잡히고 내가 잘하고 있는지도 모르겠어.,0,0,0,1,0,0,0,0
6,삼촌이 사소한 팁들을 알려주셔서 회사에 합격할 수 있었거든.,0,0,0,0,0,0,1,0
0,친구랑 밥을 먹는데 내가 시킨 음식을 친구가 먹어서 화가 났어.,1,0,0,0,0,0,0,0
3,가난을 탈출하고 싶어. 돈을 많이 벌고 싶어 어쩌지?,0,0,0,1,0,0,0,0
1,밤낮없이 준비했던 자료가 내 한 순간의 실수로 무용지물이 됐어.,0,1,0,0,0,0,0,0
3,내가 바빠서 요즘 좀 무심하긴 했지만 그래도 이건 아니지!,0,0,0,1,0,0,0,0
7,응. 푹 자고 나니 몸은 좀 무거워도 마음은 가뿐하고 상쾌해. 남편이 앞으로도 마사지를 해줬으면 좋겠어.,0,0,0,0,0,0,0,1
1,부모님이 과하게 날 걱정하실 때 내 기분이 어떤지 말씀드려야겠어.,0,1,0,0,0,0,0,0
1,밖에 나가서 산책이나 등산을 해볼래. 가만히 놀고 힘도 없는 사람으로 남고 싶지 않아.,0,1,0,0,0,0,0,0
3,잘 지내면 좋으련만 그게 그렇게 힘든것 보면 그런 느낌을 지울수가 없어.,0,0,0,1,0,0,0,0
6,친정엄마랑 병원에 다녀왔어.,0,0,0,0,0,0,1,0
2,건강 관련 음식을 하나씩 사자고 말하려고 해. 효능을 지켜봐야지.,0,0,1,0,0,0,0,0
5,어려운 문제가 있으면 될 때까지 할 거야.,0,0,0,0,0,1,0,0
2,나 취업은 할 수 있을까 불안하다.,0,0,1,0,0,0,0,0
3,애인과 심하게 다퉜는데 몇 달째 연락이 없어. 버려진 기분이야.,0,0,0,1,0,0,0,0
3,정신병원에 혼자 있으니 갇혀 있는 기분이야.,0,0,0,1,0,0,0,0
1,공부를 못한다는 이유로 선생님이 나를 무시해.,0,1,0,0,0,0,0,0
3,내 전화는 안 받으면서 상사 전화는 바로 받더라. 그게 제일 질투 나.,0,0,0,1,0,0,0,0
0,모르겠어. 생각만 해도 너무 스트레스받아.,1,0,0,0,0,0,0,0
6,새로운 친구들을 사귀고 싶어.,0,0,0,0,0,0,1,0
7,출근하는 것도 참 즐거운 것 같아. 아주 뿌듯해.,0,0,0,0,0,0,0,1
4,아들이 키가 크기에 농구부를 추천했는데 더 이상 운동을 할 수 없는 몸이 되었어.,0,0,0,0,1,0,0,0
5,이제 점심시간 되면 친구들이랑 축구도 하려고.,0,0,0,0,0,1,0,0
3,그동안 내가 능력 있다고 생각했는데 아니었나 봐. 너무 속상해.,0,0,0,1,0,0,0,0
2,대인관계가 원만하지 못해서 그래.,0,0,1,0,0,0,0,0
7,신세 지는 거 같아서 너무 미안하기도 했는데 이렇게 끝내주니 너무 고맙지 뭐야.,0,0,0,0,0,0,0,1
4,막내아들이 공부에 흥미가 없단 걸 쫓아냈더니 결국은 길바닥에서 장사를 하는 걸 봤어. ,0,0,0,0,1,0,0,0
1,마음을 추스르고 사직서를 써야지. 그래도 반평생 넘게 여기에 인생을 바쳤는데 참 끝은 씁쓸해.,0,1,0,0,0,0,0,0
0,오늘 학교에서 친구에게 인사했는데 친구가 무시하고 지나쳤어.,1,0,0,0,0,0,0,0
6,내가 며칠 만에 용돈이 없어졌다고 했더니 형이 망설임 없이 자기 용돈을 줘서 기뻤어.,0,0,0,0,0,0,1,0
3,아내가 병으로 죽은 뒤에 혼자 고시원에서 살고 있어. 너무 외롭다.,0,0,0,1,0,0,0,0
7,아직은 아니고 내년 이맘때쯤에 한다고 하네.,0,0,0,0,0,0,0,1
6,손자들도 잘 키우고 정말 대견스러워.,0,0,0,0,0,0,1,0
4,모든 게 나 때문일까 봐 늘 위축되고 죄책감에 시달려.,0,0,0,0,1,0,0,0
2,내가 가진 역량으로 원하는 곳을 갈 수 있을까?,0,0,1,0,0,0,0,0
1,자다가 다리에 마비가 와서 잠을 설쳤어.,0,1,0,0,0,0,0,0
7,저번에 떨어져서 너무 좌절했었거든. 이번에도 일 등급을 못 맞으면 포기할 뻔했어.,0,0,0,0,0,0,0,1
5,그동안 열심히 살았고 연금도 나오고 하니 큰 걱정은 없지.,0,0,0,0,0,1,0,0
5,친구들이 가장 늦게 취업한 나를 위해 축하 파티를 벌여 주었거든.,0,0,0,0,0,1,0,0
0,아무래도 이공계에 지원해야 훗날에 취업이 잘되겠지?,1,0,0,0,0,0,0,0
3,조금 더 고민을 해봐야겠지. 더 힘들어지면 모든 걸 놓아버릴래.,0,0,0,1,0,0,0,0
3,나랑 입사 동기가 어제 뇌출혈로 쓰러졌어. 정말 놀랐어.,0,0,0,1,0,0,0,0
4,당황스러웠지 참. 그 병원이 내 지병 때문에 자주 이용하던 병원이었는데 이젠 거길 가도 될런가 몰라.,0,0,0,0,1,0,0,0
5,나 가족이랑 여행 가기로 했어!,0,0,0,0,0,1,0,0
7,물론 기쁘기는 하지만 너무 아들에게 기대는 것 같아 면목이 없어.,0,0,0,0,0,0,0,1
0,나 자신을 좀 더 사랑해주면 되지 않을까?,1,0,0,0,0,0,0,0
7,이 등과의 격차가 크니 쫓기지 않아서 여유롭고 실적이 좋으니 보너스도 받을 수 있거든.,0,0,0,0,0,0,0,1
7,병원을 옮겨서 관절염 치료를 받았더니 훨씬 효과가 좋은 것 같아.,0,0,0,0,0,0,0,1
3,걷지 못하는 최고경영자는 본 적이 없어. 내가 할 수 있을까?,0,0,0,1,0,0,0,0
7,코로나 때문에 월급이 안 나왔었어.,0,0,0,0,0,0,0,1
2,무시당하고 소외감 속에 일을 하니까 집중이 되지 않아.,0,0,1,0,0,0,0,0
3,내 남편은 공부를 더 하고 싶어 했는데 내가 돈 때문에 공부를 못하게 막았던 게 후회돼.,0,0,0,1,0,0,0,0
4,바로 앞에 앉아 있었는데 부끄러워서 말을 못 하겠더라고. 많이 좋아했거든. ,0,0,0,0,1,0,0,0
5,이 전에 여러 번 연락해봤지만 연락이 닿지가 않았거든. 이렇게 볼 줄이야.,0,0,0,0,0,1,0,0
3,내 욕을 하고 다닌 걸 알았어.,0,0,0,1,0,0,0,0
2,엄마는 친구랑 놀기보다 공부해야 한다고 말씀하시고 아빠는 친구와의 관계가 중요하다고 하셔.,0,0,1,0,0,0,0,0
4,아내는 더 이상 나를 사랑하지 않는다는 것을 생각하니 눈물이 났어.,0,0,0,0,1,0,0,0
5,축하 기념으로 언니네 식구들과 함께 외식이라도 할까 봐.,0,0,0,0,0,1,0,0
3,선생님께 찾아가서 믿어달라고 말씀드려보려고. 씨씨티비 복도에 설치되어 있는데 그걸 보면 추측할 수 있지 않을까?,0,0,0,1,0,0,0,0
2,내가 수학 공부를 다른 과목보다 더욱 열심히 해야겠어.,0,0,1,0,0,0,0,0
5,하고 싶은 일을 하게 되어서 너무 좋아.,0,0,0,0,0,1,0,0
7,걱정했던 마음이 가라앉아서 행복해. 너무 다행이야.,0,0,0,0,0,0,0,1
4,난 정말 아무것도 하지 않았는데 왜 그러는지 영문을 모르겠어. 진짜 어떡하면 좋아?,0,0,0,0,1,0,0,0
2,재테크 공부 좀 시작해봐야겠어. 이렇게 가만히만 있을 순 없지.,0,0,1,0,0,0,0,0
3,일을 더하는 것은 그렇다 쳐도 그에 대한 시급을 더 받는 게 아니니까 억울하기도 해.,0,0,0,1,0,0,0,0
0,그래서 그런 것도 있지만 다른 이유로는 아내가 정말 똑똑한데 아내가 없으면 여러 가지 일 처리도 잘 못 할 거 같다는 게 있지. 나는 바보거든.,1,0,0,0,0,0,0,0
0,신고하려고 학교 폭력 증거를 모았는데 뺏겨 버려서 방법이 없네.,1,0,0,0,0,0,0,0
3,응. 팀장 말로는 자기 이름으로 해야지 좀 더 후한 평가 받을 수 있다고 모두를 위해서 내가 희생하래.,0,0,0,1,0,0,0,0
5,오늘 아침 병원 갔더니 의사가 이제 혈압이 정상이시니 뛰셔도 된다고 하더라고.,0,0,0,0,0,1,0,0
0,직장에서 힘들 때 날 지지해줄 동료도 없는 내가 한심해.,1,0,0,0,0,0,0,0
5,룰루랄라. 이름은 뭐가 좋을까?,0,0,0,0,0,1,0,0
7,건강한 모습을 보여줘야겠어. 잘 쉬고 노는 모습도 찍어 보내고 손자들 옷도 떠서 보내야겠어.,0,0,0,0,0,0,0,1
2,불안해 한다고 해결될게 아니니까 마음을 다시 부여잡고 집중해서 학업 해야겠어.,0,0,1,0,0,0,0,0
4,엄마에게 나쁜 말 해서 죄송하다고 사과하러 가야겠어.,0,0,0,0,1,0,0,0
3,그렇게 고생을 하며 키웠는데 그 노고 알아주는 자녀 한 명 없네.,0,0,0,1,0,0,0,0
3,별거아닌거로 다투게 되는거 같아.,0,0,0,1,0,0,0,0
0,결혼하라고 자꾸 소개팅 잡아주시는 데 정말 성가셔.,1,0,0,0,0,0,0,0
1,가족들 대화에 끼고 싶은데 소통이 안 되고 가족들은 무조건 괜찮다고만 해.,0,1,0,0,0,0,0,0
6,입찰에서 큰 건을 따냈어. 고생해준 직원들한테 정말 고마워서 오늘은 회식하려 해.,0,0,0,0,0,0,1,0
2,엄마가 요즘 들어 죽고 싶다는 말을 자주 해서 초조해.,0,0,1,0,0,0,0,0
5,자신감 부족했던 옛날과 비교하면 지금 현재가 훨씬 나은 거겠지.,0,0,0,0,0,1,0,0
3,요즘 직장 상사 때문에 괴로워.,0,0,0,1,0,0,0,0
4,대학생 딸이 혼전임신을 해서 화를 내다가 뺨을 때렸어.,0,0,0,0,1,0,0,0
4,물어봐도 대답해 주지 않아.,0,0,0,0,1,0,0,0
3,늙어가는 게 무서워. 여기서 더 나이를 먹으면 어떡하지?,0,0,0,1,0,0,0,0
5,얼마 전 아들이 가고 싶어 했던 회사에 취직해서 기쁘다.,0,0,0,0,0,1,0,0
4,막노동으로 평생을 지내다가 노년을 맞는 사람과 화이트칼라로 지낸 사람의 말년이나 많이 차이가 있지.,0,0,0,0,1,0,0,0
4,그 녀석과 내가 회사 기밀문서를 빼돌렸거든.,0,0,0,0,1,0,0,0
4,이러다 문 닫아야 할지도 모르는데 왜 나한테 이런 시련이 찾아온 걸까.,0,0,0,0,1,0,0,0
2,일하는 자식들 대신 손주들을 보는데 체력이 안 따라줘.,0,0,1,0,0,0,0,0
3,이 오해를 꼭 풀고 눈치 안 보면서 회사를 다니고 싶어.,0,0,0,1,0,0,0,0
5,응. 지금 너무 정신이 없어. 원래는 이렇게 빨리할 생각이 없었는데 애가 갑작스럽게 들어서는 바람에.,0,0,0,0,0,1,0,0
2,합병증으로 작은 상처에도 피부가 괴사될 수가 있어서 관리를 하고 있어.,0,0,1,0,0,0,0,0
0,노년이 되니까 자녀들과 관계가 나빠졌어.,1,0,0,0,0,0,0,0
0,오늘 다시 아내한테 가서 진지하게 대화를 해봐야겠어.,1,0,0,0,0,0,0,0
3,우리 부부의 사랑과 노력덕분에 자식들은 아주 성공했음에도 우리의 노후에 관심조차 두지 않아.,0,0,0,1,0,0,0,0
3,지금부터 내기 전에 몇번이고 다시 확인해야지.,0,0,0,1,0,0,0,0
0,이제 나이가 있어서 회사를 퇴직했어.,1,0,0,0,0,0,0,0
3,며느리가 이제 분가하겠다고 하는데 너무 화가 나.,0,0,0,1,0,0,0,0
1,그 사람과 잘해보고 싶었는데 잘 안 됐어.,0,1,0,0,0,0,0,0
1,눈물만 흘러. 내가 할 수 있는 건 아무것도 없어.,0,1,0,0,0,0,0,0
1,지난번 지원한 회사에서 탈락이란 소식을 들었어.,0,1,0,0,0,0,0,0
7,젊었을 때 노후 자금을 잘 준비해뒀더니 급할 게 없고 편안해.,0,0,0,0,0,0,0,1
3,내가 말도 안 듣고 맨날 외박하고 키워준 부모를 배신한 거라고 하시네.,0,0,0,1,0,0,0,0
2,결혼한 지 오십 년 넘어서 그런지 남편이 나를 그냥 집안일 해주는 사람으로만 봐서 짜증 나.,0,0,1,0,0,0,0,0
3,세월이 흐르다 보니 건강이 안 좋아서 걱정이다.,0,0,0,1,0,0,0,0
2,새벽에 갑자기 진통이 오지는 않을까 많이 아픈 건 아닐까 걱정이 돼.,0,0,1,0,0,0,0,0
0,부모님은 나를 사랑하지 않는 거 같아서 속상해.,1,0,0,0,0,0,0,0
7,응. 많은 시간을 절약할 수 있어서 기뻐.,0,0,0,0,0,0,0,1
2,이 정도도 들지 못할 정도로 힘이 없나 생각하니 서글프기도 했어.,0,0,1,0,0,0,0,0
1,나도 몸이 안 좋은데 남편까지 돌볼 생각을 하니까 슬프고 속상하네.,0,1,0,0,0,0,0,0
6,부동산 사장과 이야기를 나눠봤는데 좋은 가격에 팔아줄 거 같아.,0,0,0,0,0,0,1,0
4,남들에게 그렇게 보이기가 싫고 눈치가 보여서 그랬어.,0,0,0,0,1,0,0,0
5,내가 제일 아꼈던 직장 동생이 병원에 입원했는데 오늘 세상을 떠났대. 너무 가슴이 아파.,0,0,0,0,0,1,0,0
0,도대체 내가 하고 싶고 해야 하는 것이 무엇인지 모르겠어. 난 누구지?,1,0,0,0,0,0,0,0
1,우리 엄마는 언제나 곱고 정갈한 분이셨어. 아파서 병원에 계실 때도 흐트러짐 없이 모양새를 다듬으려 애쓰셨지.,0,1,0,0,0,0,0,0
6,이건 다 처음 해고당했을 때 같이 목숨 걸고 싸워준 우리 노조 위원장 덕분이야.,0,0,0,0,0,0,1,0
7,나 직장에 취업했어.,0,0,0,0,0,0,0,1
5,작년엔 고생만하고 완전 적자였거든. 올해는 좀 숨통이 트이네.,0,0,0,0,0,1,0,0
0,취업 준비에 대해서는 다 의미 없는 행동 같아.,1,0,0,0,0,0,0,0
7,용돈도 그리 넉넉히 못 주는데 그걸 또 아껴서 적금을 들었다니 대단하기도 하고 왠지 뿌듯했어. 남편이 이 돈은 쓰지 말고 은행에 넣어뒀다가 우리 둘이 늙어서 노후자금에 보태자네.,0,0,0,0,0,0,0,1
7,너무 기뻐서 하늘을 날아갈 것 같아. 그녀에게 정말 잘 해줄 거야.,0,0,0,0,0,0,0,1
6,나 회사 그만두고 제과제빵 학원에 등록했어. 두려운 마음도 있지만 이제 열심히 요리 공부를 해야겠지?,0,0,0,0,0,0,1,0
1,아들 둘인데 하나는 마흔 이 넘어도 장가도 안 가고 하나는 장가가자마자 손자 하나 놓고 이혼하고 이것들이 우리 집에 같이 살아.,0,1,0,0,0,0,0,0
0,내 돈으로 하겠다는데 왜 그렇게 말하지? 화가 나.,1,0,0,0,0,0,0,0
1,어떨 때는 나를 너무 구속하는 것 같아 학대받는 느낌이 든 적도 있어.,0,1,0,0,0,0,0,0
6,나도 다른 사람들을 도와주는 사람이 되어야겠어.,0,0,0,0,0,0,1,0
0,그래. 매우 놀라고 억울하고 화가 나서 즉시 따지지도 못했어.,1,0,0,0,0,0,0,0
6,작은 돈은 아니었는데 나를 믿어 준 거에 대해서 너무 고마워하고 있어.,0,0,0,0,0,0,1,0
4,엄마와 이 기회에 깊은 대화를 나눠봐야겠어.,0,0,0,0,1,0,0,0
5,아빠한테 선물을 받았으니 나도 보답을 해 드릴 거야.,0,0,0,0,0,1,0,0
7,동료들이 도와줘서 고마워.,0,0,0,0,0,0,0,1
6,나한테는 비밀을 털어놓을 수 있는 친구가 있어서 기뻐.,0,0,0,0,0,0,1,0
4,엄마랑 많은 대화를 통해 내가 느끼는 소외감을 말씀드려야겠어.,0,0,0,0,1,0,0,0
